
11476,06-10-2018 21:53,Plain Naan,2,2.6,4
11445,05-10-2018 19:01,Tandoori Roti,4,2.6,3
11443,05-10-2018 18:51,Tandoori Roti,1,2.6,5
11423,03-10-2018 19:40,Plain Naan,3,2.6,13
11417,03-10-2018 18:06,Plain Naan,1,2.6,6
11401,30-09-2018 19:11,Plain Naan,2,2.6,4
11400,30-09-2018 19:00,Plain Naan,2,2.6,5
11387,29-09-2018 22:40,Plain Naan,2,2.6,5
11385,29-09-2018 21:13,Plain Naan,1,2.6,4
11382,29-09-2018 19:48,Plain Naan,1,2.6,5
11363,29-09-2018 17:01,Plain Naan,1,2.6,8
11362,29-09-2018 17:00,Plain Naan,1,2.6,7
11352,28-09-2018 19:58,Tandoori Roti,2,2.6,7
11338,28-09-2018 18:19,Plain Naan,1,2.6,5
11336,28-09-2018 17:56,Tandoori Roti,2,2.6,3
11332,27-09-2018 21:00,Plain Naan,1,2.6,4
11325,27-09-2018 17:11,Plain Naan,2,2.6,4
11313,25-09-2018 17:35,Plain Naan,1,2.6,6
11310,24-09-2018 19:01,Plain Naan,1,2.6,3
11283,22-09-2018 20:32,Tandoori Roti,2,2.6,9
11278,22-09-2018 19:16,Tandoori Roti,1,2.6,4
11271,22-09-2018 18:43,Plain Naan,1,2.6,6
11259,22-09-2018 17:45,Plain Naan,1,2.6,8
11251,21-09-2018 20:10,Tandoori Roti,1,2.6,6
11249,21-09-2018 19:50,Plain Naan,1,2.6,7
11240,21-09-2018 17:58,Plain Naan,1,2.6,10
11236,21-09-2018 12:39,Plain Naan,1,2.6,5
11233,20-09-2018 20:32,Plain Naan,1,2.6,3
11228,20-09-2018 19:31,Plain Naan,1,2.6,3
11214,18-09-2018 22:54,Plain Naan,1,2.6,5
11207,18-09-2018 19:31,Plain Naan,1,2.6,3
11206,18-09-2018 18:50,Plain Naan,1,2.6,8
11203,18-09-2018 17:12,Plain Naan,3,2.6,6
11200,17-09-2018 22:11,Plain Naan,1,2.6,4
11186,16-09-2018 19:19,Plain Naan,1,2.6,8
11178,16-09-2018 18:04,Plain Naan,2,2.6,11
11176,16-09-2018 17:44,Plain Naan,1,2.6,5
11174,15-09-2018 20:33,Tandoori Roti,2,2.6,7
11170,15-09-2018 20:08,Plain Naan,1,2.6,4
11163,15-09-2018 18:59,Plain Naan,2,2.6,7
11151,15-09-2018 17:36,Plain Naan,2,2.6,6
11129,14-09-2018 18:49,Tandoori Roti,1,2.6,5
11117,14-09-2018 16:35,Plain Naan,1,2.6,6
11111,13-09-2018 18:16,Plain Naan,1,2.6,5
11108,12-09-2018 20:23,Plain Naan,2,2.6,3
11097,11-09-2018 21:48,Plain Naan,1,2.6,6
11096,11-09-2018 20:01,Plain Naan,1,2.6,8
11086,10-09-2018 19:09,Plain Naan,3,2.6,16
11085,10-09-2018 18:21,Plain Naan,1,2.6,5
11082,09-09-2018 20:18,Plain Naan,1,2.6,7
11079,09-09-2018 19:29,Plain Naan,1,2.6,4
11078,09-09-2018 18:57,Plain Naan,1,2.6,12
11076,09-09-2018 18:24,Plain Naan,1,2.6,4
11067,08-09-2018 20:54,Plain Naan,3,2.6,5
11052,08-09-2018 18:52,Plain Naan,1,2.6,5
11046,08-09-2018 17:16,Plain Naan,1,2.6,8
11039,07-09-2018 20:15,Tandoori Roti,2,2.6,7
11038,07-09-2018 20:09,Plain Naan,1,2.6,3
11034,07-09-2018 19:44,Plain Naan,1,2.6,8
11031,07-09-2018 19:18,Plain Naan,1,2.6,11
11016,06-09-2018 18:05,Plain Naan,2,2.6,3
11013,06-09-2018 17:29,Plain Naan,2,2.6,6
11001,04-09-2018 22:29,Tandoori Roti,1,2.6,3
10989,04-09-2018 17:28,Tandoori Roti,2,2.6,3
10988,04-09-2018 16:36,Plain Naan,1,2.6,4
10976,02-09-2018 19:04,Plain Naan,1,2.6,5
10974,02-09-2018 18:52,Plain Naan,2,2.6,3
10953,31-08-2018 19:33,Plain Naan,1,2.6,5
10946,31-08-2018 18:34,Plain Naan,1,2.6,4
10932,29-08-2018 21:01,Plain Naan,2,2.6,3
10930,29-08-2018 20:50,Plain Naan,2,2.6,3
10894,27-08-2018 18:38,Plain Naan,2,2.6,8
10885,27-08-2018 17:20,Plain Naan,2,2.6,5
10873,26-08-2018 18:32,Plain Naan,1,2.6,5
10866,25-08-2018 20:48,Plain Naan,2,2.6,4
10852,25-08-2018 18:20,Plain Naan,1,2.6,5
10834,24-08-2018 18:43,Plain Naan,4,2.6,16
10833,24-08-2018 18:25,Tandoori Roti,1,2.6,7
10831,24-08-2018 17:59,Tandoori Roti,3,2.6,4
10825,23-08-2018 19:56,Plain Naan,1,2.6,5
10809,22-08-2018 18:08,Plain Naan,1,2.6,6
10798,21-08-2018 18:28,Plain Naan,2,2.6,4
10786,20-08-2018 18:25,Plain Naan,1,2.6,4
10778,19-08-2018 20:11,Plain Naan,1,2.6,7
10762,18-08-2018 20:52,Plain Naan,1,2.6,6
10726,17-08-2018 18:52,Tandoori Roti,1,2.6,5
10725,17-08-2018 18:41,Plain Naan,5,2.6,6
10697,15-08-2018 18:20,Tandoori Roti,1,2.6,5
10696,15-08-2018 18:04,Plain Naan,1,2.6,5
10684,12-08-2018 20:22,Tandoori Roti,1,2.6,4
10652,11-08-2018 19:16,Plain Naan,1,2.6,9
10647,11-08-2018 18:32,Plain Naan,1,2.6,6
10624,10-08-2018 16:44,Plain Naan,1,2.6,6
10616,09-08-2018 17:59,Plain Naan,6,2.6,5
10602,07-08-2018 20:01,Plain Naan,1,2.6,6
10601,07-08-2018 19:58,Plain Naan,1,2.6,6
10597,07-08-2018 18:40,Plain Naan,1,2.6,12
10593,07-08-2018 17:56,Plain Naan,1,2.6,5
10592,06-08-2018 20:59,Plain Naan,1,2.6,5
10571,04-08-2018 20:08,Plain Naan,1,2.6,6
10564,04-08-2018 17:26,Plain Naan,2,2.6,7
10561,03-08-2018 21:39,Plain Naan,3,2.6,4
10561,03-08-2018 21:39,Tandoori Roti,1,2.6,4
10557,03-08-2018 20:14,Plain Naan,1,2.6,6
10540,02-08-2018 19:27,Plain Naan,1,2.6,8
10534,01-08-2018 21:18,Tandoori Roti,1,2.6,9
10524,31-07-2018 20:24,Plain Naan,1,2.6,2
10513,30-07-2018 18:23,Plain Naan,1,2.6,8
10509,29-07-2018 20:16,Plain Naan,1,2.6,7
10505,29-07-2018 19:30,Plain Naan,1,2.6,6
10502,29-07-2018 18:34,Plain Naan,1,2.6,6
10493,29-07-2018 17:05,Plain Naan,2,2.6,7
10476,28-07-2018 18:36,Plain Naan,1,2.6,11
10474,28-07-2018 18:18,Plain Naan,1,2.6,8
10469,28-07-2018 17:23,Plain Naan,1,2.6,6
10468,28-07-2018 16:48,Plain Naan,1,2.6,3
10447,27-07-2018 13:09,Plain Naan,1,2.6,4
10440,26-07-2018 20:26,Plain Naan,1,2.6,7
10439,26-07-2018 19:49,Plain Naan,1,2.6,4
10435,26-07-2018 18:30,Plain Naan,2,2.6,3
10424,25-07-2018 20:11,Plain Naan,1,2.6,6
10398,22-07-2018 20:28,Plain Naan,1,2.6,4
10394,22-07-2018 17:36,Plain Naan,1,2.6,3
10392,21-07-2018 21:38,Plain Naan,2,2.6,7
10373,20-07-2018 19:47,Tandoori Roti,1,2.6,4
10367,20-07-2018 18:26,Plain Naan,1,2.6,8
10360,19-07-2018 20:27,Tandoori Roti,1,2.6,6
10356,19-07-2018 17:53,Plain Naan,1,2.6,3
10327,16-07-2018 17:16,Plain Naan,1,2.6,5
10312,14-07-2018 20:33,Tandoori Roti,1,2.6,3
10306,14-07-2018 18:52,Tandoori Roti,3,2.6,11
10295,13-07-2018 20:39,Tandoori Roti,1,2.6,5
10288,13-07-2018 18:48,Plain Naan,1,2.6,6
10285,13-07-2018 18:35,Plain Naan,1,2.6,6
10282,13-07-2018 17:53,Plain Naan,1,2.6,7
10278,13-07-2018 16:18,Plain Naan,2,2.6,6
10263,11-07-2018 18:57,Plain Naan,1,2.6,6
10251,10-07-2018 19:07,Plain Naan,1,2.6,3
10245,09-07-2018 20:58,Plain Naan,1,2.6,7
10235,08-07-2018 13:29,Plain Naan,1,2.6,4
10220,07-07-2018 17:31,Plain Naan,1,2.6,4
10213,06-07-2018 22:08,Plain Naan,1,2.6,5
10206,06-07-2018 19:46,Plain Naan,1,2.6,7
10205,06-07-2018 19:40,Plain Naan,2,2.6,4
10196,06-07-2018 17:29,Plain Naan,2,2.6,4
10191,05-07-2018 19:36,Plain Naan,2,2.6,3
10184,04-07-2018 21:01,Plain Naan,1,2.6,5
10154,01-07-2018 21:16,Plain Naan,1,2.6,6
10154,01-07-2018 21:16,Tandoori Roti,1,2.6,6
10151,01-07-2018 19:45,Plain Naan,1,2.6,7
10142,01-07-2018 17:45,Plain Naan,1,2.6,14
10137,01-07-2018 13:43,Plain Naan,1,2.6,4
10116,29-06-2018 21:51,Plain Naan,1,2.6,6
10114,29-06-2018 19:53,Plain Naan,1,2.6,9
10111,29-06-2018 18:47,Plain Naan,2,2.6,6
10104,28-06-2018 19:55,Plain Naan,1,2.6,3
10095,28-06-2018 12:36,Plain Naan,2,2.6,3
10033,22-06-2018 20:29,Plain Naan,1,2.6,6
10019,22-06-2018 16:54,Plain Naan,1,2.6,5
10016,21-06-2018 19:50,Plain Naan,1,2.6,8
10013,21-06-2018 18:13,Tandoori Roti,2,2.6,5
9996,18-06-2018 19:16,Plain Naan,1,2.6,4
9995,18-06-2018 18:33,Plain Naan,1,2.6,6
9994,18-06-2018 18:21,Plain Naan,2,2.6,6
9984,17-06-2018 18:33,Plain Naan,2,2.6,5
9975,16-06-2018 21:32,Plain Naan,1,2.6,7
9962,16-06-2018 18:52,Plain Naan,1,2.6,4
9956,16-06-2018 17:46,Plain Naan,1,2.6,5
9950,15-06-2018 21:20,Plain Naan,1,2.6,3
9936,15-06-2018 18:20,Plain Naan,2,2.6,4
9912,13-06-2018 20:12,Plain Naan,1,2.6,4
9897,12-06-2018 18:53,Plain Naan,1,2.6,10
9896,12-06-2018 17:36,Plain Naan,1,2.6,4
9884,10-06-2018 20:07,Plain Naan,1,2.6,5
9878,10-06-2018 18:10,Plain Naan,1,2.6,4
9866,09-06-2018 19:51,Plain Naan,1,2.6,7
9864,09-06-2018 19:31,Plain Naan,1,2.6,9
9863,09-06-2018 19:25,Plain Naan,1,2.6,7
9859,09-06-2018 18:23,Tandoori Roti,1,2.6,9
9846,08-06-2018 20:50,Plain Naan,1,2.6,6
9835,08-06-2018 18:48,Plain Naan,1,2.6,6
9820,06-06-2018 20:15,Plain Naan,1,2.6,7
9814,06-06-2018 18:10,Plain Naan,1,2.6,4
9804,05-06-2018 12:10,Plain Naan,2,2.6,25
9803,05-06-2018 10:41,Plain Naan,6,2.6,4
9769,02-06-2018 19:22,Plain Naan,2,2.6,7
9753,01-06-2018 19:20,Plain Naan,3,2.6,6
9746,01-06-2018 17:58,Plain Naan,2,2.6,15
9688,27-05-2018 17:54,Plain Naan,1,2.6,7
9683,27-05-2018 13:43,Plain Naan,2,2.6,4
9680,26-05-2018 20:44,Plain Naan,1,2.6,11
9680,26-05-2018 20:44,Tandoori Roti,1,2.6,11
9677,26-05-2018 19:53,Plain Naan,1,2.6,5
9675,26-05-2018 19:35,Plain Naan,1,2.6,8
9668,26-05-2018 18:20,Plain Naan,1,2.6,7
9663,26-05-2018 17:27,Plain Naan,1,2.6,5
9645,25-05-2018 17:51,Plain Naan,1,2.6,7
9633,24-05-2018 19:40,Plain Naan,1,2.6,6
9600,20-05-2018 18:36,Plain Naan,2,2.6,3
9582,19-05-2018 17:39,Plain Naan,3,2.6,6
9575,18-05-2018 19:19,Plain Naan,2,2.6,6
9564,17-05-2018 18:29,Tandoori Roti,1,2.6,5
9558,16-05-2018 19:08,Plain Naan,2,2.6,4
9554,16-05-2018 17:51,Plain Naan,1,2.6,9
9551,15-05-2018 20:35,Plain Naan,1,2.6,3
9542,13-05-2018 20:56,Plain Naan,1,2.6,4
9514,12-05-2018 19:50,Plain Naan,1,2.6,6
9509,12-05-2018 19:02,Plain Naan,1,2.6,7
9508,12-05-2018 19:02,Plain Naan,1,2.6,8
9505,12-05-2018 18:48,Plain Naan,1,2.6,5
9501,12-05-2018 18:16,Plain Naan,3,2.6,3
9481,11-05-2018 19:31,Plain Naan,1,2.6,8
9479,11-05-2018 19:23,Plain Naan,2,2.6,8
9476,11-05-2018 18:40,Plain Naan,1,2.6,9
9472,11-05-2018 17:58,Plain Naan,1,2.6,7
9464,10-05-2018 21:37,Plain Naan,1,2.6,6
9451,09-05-2018 16:12,Plain Naan,1,2.6,8
9441,07-05-2018 19:38,Plain Naan,1,2.6,9
9314,22-04-2018 16:30,Plain Naan,1,2.6,4
9305,21-04-2018 20:24,Plain Naan,1,2.6,5
9299,21-04-2018 19:17,Plain Naan,2,2.6,8
9298,21-04-2018 19:17,Plain Naan,1,2.6,7
9282,20-04-2018 19:54,Plain Naan,1,2.6,4
9261,19-04-2018 19:35,Plain Naan,1,2.6,6
9221,16-04-2018 17:54,Plain Naan,2,2.6,6
9218,16-04-2018 16:31,Plain Naan,1,2.6,6
9216,15-04-2018 18:38,Plain Naan,1,2.6,5
9185,13-04-2018 19:42,Plain Naan,1,2.6,8
9173,13-04-2018 18:39,Tandoori Roti,1,2.6,5
9166,13-04-2018 17:33,Plain Naan,1,2.6,14
9163,12-04-2018 19:42,Tandoori Roti,1,2.6,5
9159,11-04-2018 19:13,Plain Naan,2,2.6,3
9154,10-04-2018 19:04,Plain Naan,1,2.6,7
9150,10-04-2018 18:35,Plain Naan,1,2.6,4
9145,09-04-2018 17:36,Plain Naan,1,2.6,6
9138,08-04-2018 20:05,Plain Naan,1,2.6,5
9129,08-04-2018 17:21,Plain Naan,1,2.6,6
9121,07-04-2018 19:50,Plain Naan,2,2.6,8
9120,07-04-2018 19:44,Plain Naan,1,2.6,7
9119,07-04-2018 19:26,Plain Naan,1,2.6,5
9099,06-04-2018 18:51,Plain Naan,1,2.6,9
9096,06-04-2018 17:57,Plain Naan,2,2.6,6
9084,05-04-2018 19:24,Plain Naan,1,2.6,4
9055,01-04-2018 18:48,Plain Naan,1,2.6,6
9054,01-04-2018 18:42,Plain Naan,1,2.6,7
9042,31-03-2018 19:13,Plain Naan,1,2.6,8
9035,31-03-2018 18:03,Plain Naan,1,2.6,5
9034,31-03-2018 18:02,Plain Naan,1,2.6,5
9026,30-03-2018 19:14,Plain Naan,1,2.6,7
9007,29-03-2018 18:24,Plain Naan,1,2.6,5
8996,28-03-2018 19:25,Plain Naan,1,2.6,11
8992,28-03-2018 18:09,Plain Naan,2,2.6,6
8983,26-03-2018 21:11,Plain Naan,2,2.6,7
8982,26-03-2018 20:08,Plain Naan,2,2.6,9
8972,25-03-2018 17:41,Plain Naan,2,2.6,5
8960,24-03-2018 18:20,Plain Naan,2,2.6,4
8957,24-03-2018 17:37,Plain Naan,1,2.6,13
8955,24-03-2018 17:19,Plain Naan,2,2.6,7
8944,22-03-2018 19:32,Plain Naan,1,2.6,4
8939,22-03-2018 18:23,Tandoori Roti,1,2.6,5
8931,21-03-2018 19:27,Plain Naan,1,2.6,8
8904,18-03-2018 19:24,Plain Naan,1,2.6,3
8873,17-03-2018 13:46,Plain Naan,3,2.6,7
8852,15-03-2018 19:01,Plain Naan,1,2.6,7
8827,12-03-2018 18:17,Plain Naan,1,2.6,4
8825,11-03-2018 21:36,Plain Naan,1,2.6,7
8810,11-03-2018 17:38,Plain Naan,1,2.6,3
8808,11-03-2018 17:21,Plain Naan,4,2.6,10
8800,11-03-2018 12:53,Plain Naan,1,2.6,4
8794,10-03-2018 19:48,Plain Naan,1,2.6,5
8793,10-03-2018 19:37,Plain Naan,1,2.6,15
8786,09-03-2018 19:22,Plain Naan,1,2.6,4
8781,09-03-2018 18:44,Tandoori Roti,1,2.6,5
8774,09-03-2018 18:11,Plain Naan,1,2.6,11
8771,09-03-2018 18:02,Plain Naan,1,2.6,6
8770,09-03-2018 17:59,Plain Naan,1,2.6,7
8761,08-03-2018 16:16,Plain Naan,2,2.6,7
8751,05-03-2018 18:26,Plain Naan,1,2.6,11
8732,03-03-2018 19:49,Plain Naan,1,2.6,5
8724,03-03-2018 18:42,Plain Naan,2,2.6,10
8712,02-03-2018 21:01,Plain Naan,1,2.6,6
8694,02-03-2018 18:14,Tandoori Roti,1,2.6,6
8693,02-03-2018 18:16,Plain Naan,2,2.6,7
8692,02-03-2018 18:13,Plain Naan,1,2.6,7
8689,02-03-2018 17:30,Plain Naan,4,2.6,3
8686,02-03-2018 13:22,Tandoori Roti,1,2.6,6
8686,02-03-2018 13:22,Plain Naan,2,2.6,6
8684,01-03-2018 21:19,Plain Naan,2,2.6,4
8676,28-02-2018 21:04,Plain Naan,1,2.6,11
8675,28-02-2018 20:16,Plain Naan,1,2.6,5
8670,27-02-2018 19:56,Plain Naan,1,2.6,7
8651,25-02-2018 21:44,Plain Naan,1,2.6,4
8646,25-02-2018 18:44,Tandoori Roti,1,2.6,6
8621,24-02-2018 17:48,Plain Naan,1,2.6,7
8607,23-02-2018 22:56,Plain Naan,1,2.6,5
8577,20-02-2018 18:53,Plain Naan,1,2.6,6
8576,20-02-2018 18:47,Plain Naan,1,2.6,4
8563,17-02-2018 19:33,Plain Naan,1,2.6,6
8562,17-02-2018 19:31,Tandoori Roti,1,2.6,4
8558,17-02-2018 17:47,Plain Naan,2,2.6,4
8550,16-02-2018 22:34,Plain Naan,1,2.6,6
8538,16-02-2018 17:10,Plain Naan,1,2.6,7
8528,15-02-2018 18:13,Plain Naan,1,2.6,4
8501,13-02-2018 21:10,Plain Naan,1,2.6,8
8475,10-02-2018 20:11,Plain Naan,1,2.6,12
8460,09-02-2018 19:31,Tandoori Roti,1,2.6,3
8454,09-02-2018 18:12,Plain Naan,1,2.6,6
8450,08-02-2018 21:08,Tandoori Roti,2,2.6,3
8441,07-02-2018 17:02,Plain Naan,1,2.6,5
8428,04-02-2018 20:46,Plain Naan,1,2.6,4
8413,03-02-2018 20:28,Plain Naan,3,2.6,8
8411,03-02-2018 19:14,Plain Naan,1,2.6,8
8394,02-02-2018 19:36,Plain Naan,1,2.6,14
8390,02-02-2018 19:08,Plain Naan,2,2.6,3
8383,02-02-2018 18:11,Tandoori Roti,1,2.6,5
8383,02-02-2018 18:11,Plain Naan,1,2.6,5
8382,02-02-2018 18:08,Plain Naan,1,2.6,11
8362,31-01-2018 17:59,Plain Naan,1,2.6,7
8356,30-01-2018 18:56,Plain Naan,1,2.6,6
8353,29-01-2018 18:56,Plain Naan,2,2.6,9
8325,27-01-2018 18:24,Plain Naan,1,2.6,9
8313,26-01-2018 19:19,Plain Naan,1,2.6,17
8311,26-01-2018 19:03,Plain Naan,1,2.6,8
8308,26-01-2018 18:26,Plain Naan,1,2.6,6
8299,26-01-2018 16:52,Plain Naan,1,2.6,4
8295,25-01-2018 19:51,Plain Naan,2,2.6,6
8292,25-01-2018 18:28,Plain Naan,1,2.6,5
8278,23-01-2018 19:03,Plain Naan,1,2.6,6
8273,22-01-2018 18:39,Plain Naan,1,2.6,6
8240,20-01-2018 17:23,Plain Naan,2,2.6,8
8224,19-01-2018 18:29,Plain Naan,1,2.6,6
8192,15-01-2018 21:54,Plain Naan,1,2.6,7
8190,14-01-2018 22:10,Plain Naan,1,2.6,8
8187,14-01-2018 11:51,Plain Naan,1,2.6,7
8181,13-01-2018 19:29,Plain Naan,2,2.6,9
8161,12-01-2018 19:48,Tandoori Roti,1,2.6,9
8141,11-01-2018 18:17,Plain Naan,1,2.6,6
8133,10-01-2018 20:42,Plain Naan,1,2.6,7
8131,10-01-2018 19:50,Plain Naan,1,2.6,6
8126,09-01-2018 20:20,Plain Naan,1,2.6,6
8093,06-01-2018 19:20,Plain Naan,1,2.6,5
8087,06-01-2018 18:33,Plain Naan,1,2.6,7
8082,06-01-2018 17:19,Plain Naan,1,2.6,4
8063,05-01-2018 17:44,Plain Naan,2,2.6,9
8052,04-01-2018 20:12,Plain Naan,2,2.6,5
8050,04-01-2018 18:51,Plain Naan,2,2.6,7
8049,04-01-2018 18:24,Plain Naan,1,2.6,6
8043,03-01-2018 17:20,Plain Naan,2,2.6,6
8034,02-01-2018 17:42,Plain Naan,1,2.6,10
8033,02-01-2018 17:25,Plain Naan,1,2.6,6
8029,01-01-2018 19:21,Plain Naan,1,2.6,4
8026,01-01-2018 18:36,Plain Naan,1,2.6,3
8023,01-01-2018 17:56,Plain Naan,1,2.6,4
8019,01-01-2018 17:18,Plain Naan,1,2.6,6
8018,01-01-2018 11:18,Plain Naan,1,2.6,8
8013,31-12-2017 20:38,Plain Naan,1,2.6,9
8000,31-12-2017 18:05,Plain Naan,2,2.6,6
7992,31-12-2017 16:56,Plain Naan,2,2.6,5
7989,31-12-2017 13:34,Tandoori Roti,1,2.6,8
7976,30-12-2017 17:36,Plain Naan,1,2.6,8
7946,27-12-2017 20:54,Plain Naan,2,2.6,5
7942,27-12-2017 18:19,Plain Naan,1,2.6,4
7938,26-12-2017 18:54,Plain Naan,1,2.6,3
7907,23-12-2017 18:18,Plain Naan,1,2.6,6
7897,22-12-2017 20:19,Plain Naan,2,2.6,3
7890,22-12-2017 18:34,Plain Naan,1,2.6,6
7884,21-12-2017 21:02,Tandoori Roti,2,2.6,5
7852,19-12-2017 18:27,Plain Naan,1,2.6,5
7849,19-12-2017 17:30,Plain Naan,2,2.6,4
7848,19-12-2017 17:28,Plain Naan,2,2.6,4
7846,19-12-2017 12:25,Plain Naan,3,2.6,15
7816,17-12-2017 17:40,Tandoori Roti,2,2.6,9
7815,17-12-2017 17:34,Plain Naan,1,2.6,5
7814,17-12-2017 12:49,Plain Naan,4,2.6,10
7809,16-12-2017 20:24,Plain Naan,1,2.6,5
7802,16-12-2017 18:58,Plain Naan,1,2.6,5
7800,16-12-2017 18:37,Plain Naan,1,2.6,8
7798,16-12-2017 18:11,Plain Naan,1,2.6,9
7797,16-12-2017 18:10,Plain Naan,1,2.6,9
7782,15-12-2017 18:29,Plain Naan,1,2.6,4
7771,14-12-2017 18:35,Plain Naan,1,2.6,4
7756,12-12-2017 19:23,Plain Naan,3,2.6,5
7754,12-12-2017 19:16,Tandoori Roti,1,2.6,15
7753,12-12-2017 18:47,Plain Naan,1,2.6,4
7752,12-12-2017 18:38,Plain Naan,1,2.6,6
7748,11-12-2017 19:38,Plain Naan,2,2.6,11
7718,09-12-2017 18:54,Plain Naan,1,2.6,9
7690,08-12-2017 19:04,Plain Naan,1,2.6,14
7673,08-12-2017 16:37,Plain Naan,1,2.6,4
7666,07-12-2017 19:30,Plain Naan,2,2.6,5
7659,06-12-2017 19:31,Plain Naan,1,2.6,7
7656,06-12-2017 17:55,Plain Naan,2,2.6,4
7655,05-12-2017 21:08,Plain Naan,1,2.6,14
7643,04-12-2017 19:20,Plain Naan,3,2.6,5
7639,04-12-2017 13:13,Plain Naan,1,2.6,3
7634,03-12-2017 22:29,Plain Naan,2,2.6,3
7627,03-12-2017 18:00,Plain Naan,1,2.6,7
7626,03-12-2017 17:55,Plain Naan,1,2.6,4
7625,03-12-2017 17:47,Plain Naan,1,2.6,4
7620,03-12-2017 14:22,Plain Naan,3,2.6,7
7615,02-12-2017 20:51,Plain Naan,1,2.6,6
7609,02-12-2017 19:05,Plain Naan,1,2.6,7
7572,29-11-2017 16:37,Plain Naan,4,2.6,6
7561,27-11-2017 18:32,Plain Naan,1,2.6,6
7556,26-11-2017 22:07,Plain Naan,3,2.6,3
7548,25-11-2017 21:32,Tandoori Roti,1,2.6,5
7539,25-11-2017 19:10,Plain Naan,1,2.6,4
